"X1","Area","Length","Width","Area","Length","Width","Area","Length","Width"
"BLOCK3G104",23.5577,12.1731,2.8256,23.476,12.105,2.8475,15.8254042333333,0.211957877777778,0.168419822222222
"BLOCK3G105",21.4569,10.6529,2.8798,21.366,10.678,2.8775,10.8228681,0.196990322222222,0.0820392888888889
"BLOCK3G106",23.6723,11.2271,2.9594,23.7205,11.237,2.9895,11.0695511222222,0.346726544444445,0.110483377777778
"BLOCK3G107",23.7238,11.2406,2.9401,23.2275,11.3735,2.902,17.6350877333333,0.364375155555556,0.134991433333333
"BLOCK3G109",23.7971,11.081,3.002,24.8865,11.0325,3.0815,14.9405543222222,0.179346666666667,0.155806888888889
"BLOCK3G11",22.6589,11.3197,2.8436,23.0885,11.088,2.917,16.0312523222222,0.424014677777778,0.120861377777778
"BLOCK3G110",21.69,10.4437,2.9452,22.1895,10.389,3.038,14.5215613333333,0.502452233333333,0.1253864
"BLOCK3G111",23.5709,11.4689,2.8687,23.0645,11.4595,2.79,22.2832085444444,0.630947655555555,0.163462677777778
"BLOCK3G112",21.3423,10.8299,2.7695,21.536,10.841,2.821,16.7513135666667,0.399585211111111,0.145476055555556
"BLOCK3G113",23.6023,11.9922,2.8361,23.8495,11.9285,2.837,12.9746460111111,0.279487955555556,0.0998125444444445
"BLOCK3G114",22.9805,10.9279,2.9571,23.457,11.0275,3.038,8.15909072222222,0.571773655555556,0.0638665444444444
"BLOCK3G115",21.0055,11.1791,2.7772,20.9965,11.226,2.727,9.76300138888889,0.282501877777778,0.0848061777777778
"BLOCK3G12",25.3116,11.5162,3.0604,25.876,11.316,3.1185,15.3542956,0.366895733333334,0.108378488888889
"BLOCK3G13",24.543,11.8441,2.9825,22.431,11.898,2.9245,24.8069057777778,0.462169433333333,0.205376055555556
"BLOCK3G14",23.8645,12.0669,2.8217,23.402,12.1145,2.7815,13.0499127222222,0.347577433333333,0.119949566666667
"BLOCK3G15",20.5255,10.7018,2.6891,20.7705,10.7235,2.7515,7.95403094444444,0.172642622222222,0.114405877777778
