sample,dgg,block,germination_date,coleptile_colour,erect_1_5,pigment_1_3,anthesis_date,main_length,main_flag_leaf_width,main_number_of_spikes,number_of_tillers,spike_angle_1_3,weight_10_seeds,seed_area,seed_length,seed_width
2018A51,G104,6,346,1,3,3,481,87.5,-0.10536051565782628,12,3,3,0.403,25.8547,12.8121,2.8965
2016B124,G106,6,346,1,3,2,489,72.5,-0.2231435513142097,11,3,2,0.3695,25.6459,11.5673,3.0908
1992A77,G11,6,347,1,4,2,483,85.5,0,15,4,3,0.2667,20.3441,10.9276,2.6588
2018C151,G107,6,347,0,5,2,486,82.5,0.26236426446749106,12,3,3,0.5205,24.7228,11.6095,2.9709
2016D212,G108,6,346,1,1,2,483,72,-0.5108256237659907,12,3,1,0.4094,NA,NA,NA
2016D217,G109,6,346,1,1,2,489,69,-0.10536051565782628,10,4,1,0.4014,21.9677,10.8032,2.8364
2018B116,G110,6,346,1,1,2,486,71,-0.2231435513142097,13,3,3,0.385,26.183,11.2591,3.3058
2018B142,G111,6,346,1,2,2,487,74.5,0,12,4,3,0.429,23.8656,11.6092,2.8696
1984A41,G12,6,346,1,1,2,483,59,0,12,3,3,0.4362,24.4096,11.5384,2.9244
2002A47,G13,6,345,1,3,3,479,74.5,0.1823215567939546,12,4,3,0.4571,25.556,11.637,3.1121
1992A54,G14,6,346,0,3,3,486,65,-0.2231435513142097,11,4,3,0.4152,24.1712,12.542,2.7971
1984A56,G15,6,346,1,2,2,487,71,0.09531017980432493,12,5,1,0.321,21.692,11.0821,2.7511
2002A59,G16,6,345,0,5,1,474,108.5,0.3364722366212129,12,3,1,0.5647,27.0259,11.5979,3.3528
1988A41,G17,6,346,1,1,2,489,64.5,-0.35667494393873245,12,3,2,0.375,23.1504,11.2316,2.8577
1984A9,G18,6,349,1,4,2,487,57,0,10,4,2,0.4488,25.0583,11.3841,3.0091
2014B131,G19,6,345,1,2,3,489,61,0,11,3,1,0.3476,20.3275,10.1805,2.7351
1984A12,G2,6,346,1,4,2,487,87.5,0,14,4,3,0.3762,23.2122,10.4501,3.0967
1988B133,G20,6,346,1,2,2,482,87,-0.2231435513142097,11,4,2,0.425,21.9113,11.2035,2.8257
1984B113,G22,6,NA,NA,2,2,482,77,0,13,3,3,0.4356,25.9616,12.5282,2.9847
1984B116,G23,6,345,1,1,2,484,60,0,12,4,1,0.3895,24.021,11.3836,2.9775
2002D221,G25,6,345,1,2,3,480,68.5,0,12,3,1,0.4381,24.4357,12.2798,2.8885
1984B142,G27,6,345,1,1,2,487,85,-0.35667494393873245,12,4,3,0.4805,25.3761,12.4544,2.8841
1984C156,G28,6,347,NA,2,2,486,63.5,0,11,3,1,0.4303,24.4036,11.2135,3.1119
1984C159,G29,6,345,1,1,2,486,68.5,-0.35667494393873245,13,3,2,0.3735,22.2109,11.2808,2.81
1984A29,G3,6,345,1,2,2,488,69.5,-0.2231435513142097,15,2,3,0.4229,23.5763,11.0404,2.9522
2002C168,G30,6,346,0,5,2,480,109.5,0.1823215567939546,15,3,2,0.4221,22.9646,10.6356,3.0621
1984C173,G31,6,346,0,1,2,489,67.5,0.09531017980432493,11,4,2,0.422,26.1943,12.226,3.0737
1984D215,G32,6,NA,NA,2,2,487,55,0,12,4,3,0.3691,20.9789,11.2929,2.6408
1984D220,G33,6,345,1,2,2,481,72,-0.10536051565782628,11,3,1,0.4786,25.1102,12.3215,2.9129
1984D227,G34,6,345,1,2,3,482,84,-0.10536051565782628,12,3,3,0.4928,22.969,11.494,2.80872727272727
1988A11,G36,6,347,1,1,2,489,68.5,-0.10536051565782628,12,3,3,0.371,25.2428,12.0385,3.0111
1988A12,G37,6,346,1,1,2,489,77.5,-0.2231435513142097,13,3,3,0.4168,23.7383636363636,12.2416363636364,2.84118181818182
1988A14,G38,6,345,1,3,2,483,88,-0.2231435513142097,13,3,1,0.5138,25.5071,12.0218,3.0222
1988A19,G39,6,345,1,2,1,485,61,-0.10536051565782628,13,3,3,0.4426,23.1929,11.4342,2.9124
1984A14,G4,6,NA,NA,3,2,493,78,0.5877866649021191,14,3,1,0.447,27.5474,11.7494,3.3164
1988A21,G41,6,346,1,1,2,481,77,-0.35667494393873245,10,3,3,0.4564,27.567,11.9115,3.1828
1988A25,G42,6,347,0,1,2,483,61.5,-0.2231435513142097,13,3,3,0.4051,23.8644,11.1822,2.9571
2018B92,G43,6,346,0,4,2,481,87.5,0.1823215567939546,12,4,1,0.4433,23.9114,10.9886,3.1134
1988A32,G44,6,346,1,1,2,482,79,-0.10536051565782628,12,3,3,0.4419,24.2577,11.2068,3.0672
2014D198,G45,6,345,0,5,2,479,86.5,0.5306282510621704,14,3,3,0.4421,23.4419,10.3115,3.1798
1996A81,G46,6,347,1,2,3,485,76,-0.2231435513142097,9,3,2,0.5068,25.0433636363636,12.3680909090909,2.90272727272727
1988A48,G48,6,351,1,2,2,486,89,-0.10536051565782628,14,3,3,0.4845,25.3958,11.3954,3.1614
1988A49,G49,6,347,1,3,3,486,92,0.09531017980432493,13,2,1,0.4385,NA,NA,NA
1988A52,G50,6,345,1,1,2,486,73.5,0,12,4,2,0.3976,20.7023333333333,11.4369166666667,2.63475
1988A57,G51,6,345,1,4,2,478,75.5,0,14,3,3,0.4618,23.9996,10.9758,3.0786
2002A63,G52,6,345,0,5,1,482,97,0.1823215567939546,14,4,2,0.4363,21.9455,10.2667,2.9627
1988A74,G53,6,345,1,3,2,484,71.5,-0.2231435513142097,10,4,3,0.4302,24.132,11.5102,2.9039
1988A76,G54,6,345,0,2,2,488,66.5,-0.10536051565782628,13,4,3,0.4321,24.531,11.3242,3.0977
1988B101,G56,6,355,NA,4,2,474,75.5,0.1823215567939546,14,4,3,0.4968,24.2157,10.6172,3.178
1988B102,G57,6,346,0,4,2,486,87,0,14,3,3,0.4249,24.1072,11.1653,3.1206
1988B106,G58,6,345,1,1,2,487,73,-0.2231435513142097,13,2,2,0.4378,23.2594545454545,12.0233636363636,2.72563636363636
1984A22,G6,6,346,1,2,2,482,79.5,0,12,3,2,0.4802,25.0591,11.8131,2.9706
1988B111,G60,6,345,1,3,3,484,67,-0.2231435513142097,12,3,3,0.5336,25.8422,11.908,3.0855
1988B113,G61,6,346,1,3,2,486,83.5,0,12,4,3,0.3944,24.0369,10.9982,3.0775
1988B114,G62,6,345,1,4,2,481,84.5,-0.10536051565782628,11,3,2,0.4341,25.11,11.0689,3.1506
1988B120,G63,6,346,1,2,2,489,66,-0.10536051565782628,11,4,1,0.4059,25.4003,11.7257,3.0681
2014B132,G64,6,345,1,2,3,489,82.5,-0.35667494393873245,10,3,2,0.4317,25.5198,11.8256,3.0596
2014A31,G65,6,345,1,2,2,486,64,0,13,4,3,0.4246,23.0669,11.3884,2.8472
1996D196,G66,6,345,1,4,2,479,80,-0.10536051565782628,12,3,2,0.5687,29.1738,13.2468,3.1432
2014D215,G67,6,346,1,3,3,486,68.5,-0.10536051565782628,9,4,2,0.5166,26.1238,12.1074,3.0264
1988D219,G68,6,346,1,3,2,487,76,0,13,4,1,0.4575,23.9815,11.083,3.0693
1996D220,G69,6,NA,NA,5,2,480,77.5,0,14,3,3,0.3914,24.6074,11.668,3.0184
1984A24,G7,6,345,1,2,2,489,64.5,-0.10536051565782628,13,3,2,0.4779,23.6134,11.0767,3.0815
1988D227,G70,6,346,1,2,2,486,77.5,-0.35667494393873245,12,3,2,0.4957,24.4892,11.7133,2.9392
1992A31,G71,6,346,1,1,2,483,55,-0.10536051565782628,11,4,1,0.4087,21.1967272727273,11.5345454545455,2.59909090909091
1992A41,G72,6,376,NA,2,2,495,65.5,-0.10536051565782628,14,3,1,0.3003,21.2192,11.0419,2.6396
2002B108,G75,6,345,1,3,2,480,98,-0.5108256237659907,12,5,3,0.4271,24.5897,11.5474,2.9308
1992B112,G77,6,344,1,1,2,480,64.5,-0.35667494393873245,10,4,3,0.4016,25.9276,11.6379,3.0961
1996B131,G78,6,345,1,2,2,482,74.5,-0.10536051565782628,12,3,3,NA,NA,NA,NA
1996B132,G79,6,344,1,2,2,478,57,-0.10536051565782628,10,4,3,0.4171,24.8714,11.8504,3.1293
2016A25,G8,6,346,1,3,2,490,82.5,0,13,3,1,0.3375,22.7931,11.0306,2.8351
1992D196,G80,6,NA,NA,5,2,487,83,0,10,2,3,0.4228,NA,NA,NA
1996A41,G81,6,345,1,2,2,484,70.5,-0.5108256237659907,11,3,3,0.3975,26.0953,12.1771,3.0791
1996B121,G84,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996B128,G85,6,346,1,2,2,484,63.5,-0.2231435513142097,12,2,1,0.3895,NA,NA,NA
1996B134,G86,6,345,1,1,2,487,70,-0.10536051565782628,10,4,2,0.4917,NA,NA,NA
1996D219,G88,6,345,1,3,3,482,86,0,14,3,1,0.4173,24.4277,11.241,3.0718
1984A31,G9,6,346,1,4,2,481,59,0,11,3,3,0.379,22.7856,11.0232,2.903
1996D223,G89,6,345,1,1,2,484,55,-0.2231435513142097,12,5,3,0.3775,21.164,11.2298,2.7433
2002A14,G90,6,346,1,1,2,487,67.5,0.09531017980432493,13,4,1,0.4528,21.7754,10.8351,2.8554
2002B133,G93,6,347,1,4,3,482,78.5,0,12,4,3,0.4381,NA,NA,NA
2002D196,G95,6,345,1,2,3,487,63,-0.10536051565782628,10,4,2,0.3871,25.7852,12.1777,3.0531
2002D220,G96,6,346,0,1,2,491,85,-0.2231435513142097,11,4,2,0.3691,NA,NA,NA
2002D225,G97,6,345,1,2,3,482,81,0,12,3,1,0.4568,23.2949,11.7013,2.8087
